City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,saint-pierre,-21.3393,55.4781,298.97,47,20,2.57,RE,1688557790
367,glenwood springs,39.5505,-107.3248,290.72,58,0,2.57,US,1688558144
368,veneux-les-sablons,48.3787,2.795,295.02,48,54,6.06,FR,1688558144
369,flying fish cove,-10.4217,105.6791,296.97,83,40,4.63,CX,1688558145
370,guadalajara,20.6667,-103.3333,290.53,93,71,0.54,MX,1688558145
371,selkirk,50.1436,-96.8845,284.3,89,75,0.45,CA,1688558145
372,thunder bay,48.4001,-89.3168,290.14,94,20,2.57,CA,1688558145
373,rio grande,-32.035,-52.0986,289.23,87,55,3.68,BR,1688557562
374,cabras,39.93,8.5314,303.63,52,2,5.1,IT,1688558146
375,sosnogorsk,63.6023,53.8817,299.46,29,14,4.39,RU,1688558146
376,dzhambeyty,50.2536,52.595,302.88,38,61,4.4,KZ,1688558147
377,barra de santo antonio,-9.4047,-35.5072,296.75,72,32,5.94,BR,1688558147
378,gadzhiyevo,69.2551,33.3362,281.93,95,100,3.52,RU,1688557572
379,naze,28.3667,129.4833,300.66,84,100,8.17,JP,1688557458
380,belyy yar,53.6039,91.3903,297.09,50,0,5.0,RU,1688557875
381,shizuishan,39.2333,106.7694,305.15,7,34,4.23,CN,1688558149
382,portland,45.5234,-122.6762,293.12,66,0,2.06,US,1688557587
383,mareeba,-17.0,145.4333,295.06,94,91,1.33,AU,1688558149
384,rikaze,29.25,88.8833,296.44,25,94,3.48,CN,1688557817
385,cruz alta,-28.6386,-53.6064,287.33,78,3,2.76,BR,1688558150
386,fort bragg,35.139,-79.006,298.26,89,40,1.54,US,1688558150
387,pacasmayo,-7.4006,-79.5714,294.65,86,88,4.68,PE,1688557614
388,katsuren-haebaru,26.3369,127.8719,302.58,90,0,7.72,JP,1688557831
389,north bend,43.4065,-124.2243,286.44,100,100,1.54,US,1688558151
390,san julian,21.0167,-102.1667,289.55,84,95,1.38,MX,1688558151
391,oranjemund,-28.55,16.4333,295.85,32,0,2.97,NA,1688557768
392,popondetta,-8.7537,148.2534,296.11,98,97,1.27,PG,1688557854
393,necochea,-38.5473,-58.7368,281.96,85,69,3.33,AR,1688557561
394,polyarnyy,69.1989,33.4478,282.32,94,100,3.64,RU,1688558152
395,dila,6.4167,38.3167,296.41,64,47,2.37,ET,1688558152
396,escanaba,45.7453,-87.0646,294.32,100,100,0.0,US,1688558152
397,derbent,42.0678,48.2899,301.04,47,99,2.85,RU,1688558153
398,porto novo,6.4965,2.6036,301.05,73,99,1.09,BJ,1688557796
399,nadym,65.5333,72.5167,298.78,39,40,4.83,RU,1688558065
400,arta,39.1606,20.9853,302.95,48,12,4.32,GR,1688558154
401,gaur,26.7667,85.2667,307.9,52,87,3.65,NP,1688558154
402,aasiaat,68.7098,-52.8699,276.09,98,100,4.1,GL,1688558155
403,calvinia,-31.4707,19.776,289.09,32,86,1.73,ZA,1688557617
404,gebeit,21.0667,36.3167,315.32,9,51,4.22,SD,1688558155
405,bandarbeyla,9.4942,50.8122,305.11,45,100,11.7,SO,1688558156
406,arno,60.1167,18.6333,288.59,74,56,3.23,SE,1688558156
407,tolanaro,-25.0319,46.9987,301.19,54,20,5.14,MG,1688557564
408,eregli,37.5133,34.0467,306.08,16,0,4.94,TR,1688558156
409,galliano,29.4422,-90.2992,300.15,89,0,0.0,US,1688558157
410,nuku'alofa,-21.1333,-175.2,292.34,88,20,2.06,TO,1688557894
411,padang,-0.9492,100.3543,299.18,97,98,0.35,ID,1688557617
412,kutum,14.2,24.6667,305.23,28,82,5.26,SD,1688558157
413,santa ines,-3.6667,-45.38,300.78,56,62,4.27,BR,1688558158
414,tateyama,34.9833,139.8667,297.04,90,100,6.16,JP,1688558147
415,mount gambier,-37.8333,140.7667,284.11,69,84,4.25,AU,1688557826
416,baihe,22.15,107.2333,301.11,74,93,3.34,CN,1688558159
417,groningen,53.25,6.75,291.19,70,100,11.83,NL,1688558159
418,hami,42.8,93.45,307.55,9,32,7.53,CN,1688558100
419,panaba,21.2833,-88.2667,298.36,94,99,2.87,MX,1688558160
420,colachel,8.1667,77.25,297.6,89,100,5.73,IN,1688558160
421,lerwick,60.1545,-1.1494,286.15,72,93,2.19,GB,1688557778
422,morant bay,17.8815,-76.4093,301.94,85,93,7.78,JM,1688558160
423,pacocha,-17.5833,-71.3333,291.23,82,100,5.14,PE,1688557807
424,foix,42.8333,1.5833,297.65,60,75,2.25,FR,1688558161
425,arroyo de la luz,39.4851,-6.584,305.76,20,87,2.8,ES,1688558161
426,tralee,52.2704,-9.7026,288.29,82,75,7.72,IE,1688557678
427,guarapari,-20.6667,-40.4975,291.98,69,82,0.96,BR,1688557585
428,yuci,37.6803,112.7319,302.01,42,0,5.0,CN,1688558162
429,paphos,34.7667,32.4167,304.39,65,20,6.17,CY,1688558162
430,ruelle-sur-touvre,45.6833,0.2333,295.86,66,75,1.54,FR,1688558163
431,simanggang,1.2472,111.4528,301.14,89,46,0.0,MY,1688558163
432,laguna,38.421,-121.4238,291.53,82,0,5.14,US,1688557888
433,maridi,4.9158,29.4742,299.81,75,3,0.91,SS,1688557820
434,kailua-kona,19.6406,-155.9956,299.13,97,75,3.09,US,1688557634
435,frankfort,-27.2667,28.4833,290.99,18,0,3.44,ZA,1688558164
436,puerto escondido,15.85,-97.0667,299.15,89,100,2.12,MX,1688558165
437,djambala,-2.5447,14.7533,304.27,27,11,2.13,CG,1688558165
438,rauma,61.1272,21.5113,290.17,79,91,5.15,FI,1688557939
439,martapura,-3.4167,114.85,300.2,89,40,0.0,ID,1688558166
440,oliena,40.2723,9.403,305.18,31,1,1.32,IT,1688558166
441,kupang,-10.1667,123.5833,299.47,83,75,4.12,ID,1688557618
442,ivatsevichy,52.709,25.3401,300.06,37,48,0.17,BY,1688558167
443,humaita,-7.5061,-63.0208,297.13,63,7,0.79,BR,1688558167
444,namibe,-15.1961,12.1522,297.5,60,0,2.57,AO,1688558168
445,queenstown,-31.8976,26.8753,285.59,44,45,2.35,ZA,1688557742
446,bagan serai,5.0108,100.541,304.83,81,72,0.6,MY,1688558168
447,zary,51.6421,15.1373,290.25,87,98,4.42,PL,1688558169
448,saint-joseph,-21.3667,55.6167,298.36,67,26,4.16,RE,1688558169
449,new richmond,45.123,-92.5366,291.84,99,100,3.6,US,1688558170
450,north battleford,52.7834,-108.2847,280.6,100,0,1.54,CA,1688558170
451,samitah,16.596,42.9444,312.0,26,79,8.78,SA,1688558170
452,margate,51.3813,1.3862,292.76,61,24,0.89,GB,1688557661
453,mwinilunga,-11.7358,24.4293,298.76,26,0,3.47,ZM,1688558171
454,wotho,10.1657,166.0102,301.55,79,24,10.63,MH,1688558171
455,newman,37.3138,-121.0208,291.28,79,0,1.79,US,1688557663
456,linden,6.0,-58.3,298.72,91,43,1.26,GY,1688558172
457,saudarkrokur,65.7461,-19.6394,278.6,98,100,5.45,IS,1688558172
458,keflavik,64.0049,-22.5624,282.39,76,75,10.8,IS,1688558172
459,along,28.1667,94.7667,299.7,95,95,0.8,IN,1688558172
460,esqueda,30.7167,-109.5833,294.95,51,5,2.58,MX,1688558173
461,pangody,65.85,74.4859,296.87,43,32,5.56,RU,1688558173
462,patacamaya,-17.2333,-67.9167,279.11,29,0,1.31,BO,1688558173
463,enewetak,11.3474,162.3373,301.77,80,37,10.07,MH,1688557779
464,qingdao,36.0986,120.3719,306.93,36,0,5.0,CN,1688558055
465,buraydah,26.326,43.975,315.4,4,8,7.0,SA,1688558174
466,okhotsk,59.3833,143.3,284.05,92,65,3.15,RU,1688558175
467,beloha,-25.1667,45.05,298.55,42,0,5.83,MG,1688558175
468,bonthe,7.5264,-12.505,300.77,77,46,3.54,SL,1688557916
469,domerat,46.3606,2.5343,292.19,76,75,4.65,FR,1688558176
470,cedeira,43.6797,-8.0209,295.37,80,98,3.02,ES,1688558176
471,poso,-1.3959,120.7524,298.51,91,90,2.27,ID,1688558177
472,cipo,-11.0997,-38.5136,297.28,65,40,4.64,BR,1688558177
473,lorengau,-2.0226,147.2712,299.72,83,100,1.58,PG,1688557812
474,agat village,13.3886,144.6585,302.57,88,47,0.89,GU,1688558178
475,cockburn town,21.4612,-71.1419,301.37,80,100,8.61,TC,1688557684
476,kolonia,50.9333,6.95,294.72,47,0,10.8,DE,1688557945
477,tchollire,8.4022,14.1698,296.09,88,100,2.08,CM,1688558179
478,leua,48.2156,18.6071,303.98,45,5,2.52,SK,1688558179
479,arar,30.9753,41.0381,315.16,6,0,7.2,SA,1688558180
480,hilo,19.7297,-155.09,298.31,89,20,2.68,US,1688557908
481,baiao,-2.7906,-49.6717,301.81,71,48,0.92,BR,1688558180
482,inarajan village,13.2736,144.7484,302.59,94,65,6.49,GU,1688558181
483,encheng,22.1839,112.3026,300.16,89,56,2.44,CN,1688558181
484,lensk,60.7253,114.9278,294.51,49,100,3.86,RU,1688558181
485,hsinchu,24.8036,120.9686,305.85,58,75,1.34,TW,1688558137
486,prachuap khiri khan,12.2167,99.75,302.98,70,100,2.08,TH,1688558182
487,northam,51.0333,-4.2167,291.29,69,37,7.51,GB,1688557664
488,tynda,55.1667,124.7167,293.79,70,30,0.59,RU,1688558183
489,luwuk,-0.9516,122.7875,299.23,89,98,0.79,ID,1688558183
490,jamaame,0.0697,42.745,302.06,54,17,8.76,SO,1688558184
491,rufino,-34.2683,-62.7126,286.11,47,59,5.55,AR,1688558185
492,abu jibeha,11.4562,31.2285,305.68,43,67,3.73,SD,1688558185
493,belmonte,-15.8631,-38.8828,294.8,78,93,4.78,BR,1688557642
494,ust'-kulom,61.6864,53.6902,299.89,31,35,3.49,RU,1688558185
495,taltal,-25.4,-70.4833,288.45,71,20,0.97,CL,1688557600
496,shasta lake,40.6804,-122.3708,295.82,67,0,1.7,US,1688558186
497,istgah-e rah ahan-e garmsar,35.2346,52.3094,311.15,13,0,8.36,IR,1688558187
498,selfoss,63.9331,-20.9971,282.06,72,48,5.65,IS,1688558187
499,hobyo,5.3505,48.5268,301.0,66,99,13.75,SO,1688557673
500,rondonopolis,-16.4708,-54.6356,295.17,40,0,1.41,BR,1688558188
501,taro,-8.3862,115.28,295.15,97,78,1.17,ID,1688557752
502,el colomo,19.05,-104.25,298.75,82,63,1.59,MX,1688558188
503,acajutla,13.5928,-89.8275,299.82,76,100,1.83,SV,1688557646
504,alo,7.4178,6.7371,299.45,85,91,3.21,NG,1688557594
505,jennings,38.7192,-90.2604,297.69,87,45,2.35,US,1688558189
506,port augusta,-32.5,137.7667,286.01,60,5,8.3,AU,1688558189
507,fada,9.5667,8.3,300.76,63,67,1.94,NG,1688558190
508,brookings,44.3114,-96.7984,288.34,88,100,3.09,US,1688557827
509,spring creek,40.7266,-115.5859,286.09,44,0,1.91,US,1688558191
510,tanjung pandan,-2.75,107.65,298.89,87,31,2.11,ID,1688557932
511,kokopo,-4.352,152.2633,298.53,87,99,3.29,PG,1688557762
512,gamba,-2.65,10.0,298.82,68,4,4.16,GA,1688557680
513,nguigmi,14.2495,13.1092,308.52,31,95,3.26,NE,1688558192
514,gaiman,-43.2897,-65.4929,281.08,42,0,10.89,AR,1688557651
515,bengkulu,-3.8004,102.2655,298.39,89,85,2.95,ID,1688557603
516,aripuana,-9.1667,-60.6333,296.24,56,5,0.77,BR,1688558192
517,atbasar,51.8,68.3333,302.89,27,46,6.63,KZ,1688558193
518,alaghsas,17.0187,8.0168,309.09,38,0,6.17,NE,1688557832
519,bima,-8.4667,118.7167,297.37,92,42,2.23,ID,1688558194
520,sisimiut,66.9395,-53.6735,280.59,93,100,6.35,GL,1688558194
521,nishinoomote,30.7333,131.0,300.25,91,100,10.55,JP,1688557612
522,wynyard,-41.0,145.7167,284.81,90,100,0.54,AU,1688558184
523,gurghiu,46.7667,24.85,300.29,55,97,1.06,RO,1688558195
524,itupiranga,-5.1347,-49.3267,299.33,57,81,1.6,BR,1688558195
525,fairfax,38.8501,-77.3497,298.75,85,94,0.45,US,1688558195
526,aykhal,66.0,111.5,291.84,62,40,2.11,RU,1688557610
527,kargasok,59.0556,80.8572,302.87,38,15,2.51,RU,1688558196
528,puerto aysen,-45.4,-72.7,277.25,97,100,2.67,CL,1688557836
529,nianzishan,47.5167,122.8833,291.0,97,100,7.31,CN,1688558197
530,gabes,33.8815,10.0982,309.13,23,0,5.66,TN,1688558197
531,ancud,-41.8697,-73.8203,281.58,80,55,8.2,CL,1688558197
532,canton,23.1167,113.25,306.12,58,82,5.75,CN,1688558083
533,katsuura,35.1333,140.3,297.24,90,100,6.68,JP,1688557481
534,miracema do tocantins,-9.5618,-48.3967,299.96,39,52,5.17,BR,1688558198
535,whangarei,-35.7317,174.3239,283.36,98,97,1.58,NZ,1688558199
536,uthal,25.8072,66.6219,306.12,62,16,7.55,PK,1688558199
537,pontremoli,44.3751,9.8789,298.66,61,57,2.49,IT,1688558199
538,yicheng,31.3705,119.8703,300.73,87,74,2.95,CN,1688558199
539,kalabo,-14.97,22.6814,300.61,18,0,3.87,ZM,1688557681
540,shahrud,36.4182,54.9763,302.43,24,10,7.57,IR,1688558200
541,kankanhalli,12.55,77.4167,294.67,91,100,6.56,IN,1688557985
542,dapa,9.7594,126.0531,300.98,80,100,3.72,PH,1688558200
543,fereydun kenar,36.6864,52.5225,301.46,61,8,4.19,IR,1688558201
544,hadibu,12.65,54.0333,300.8,64,99,12.09,YE,1688558201
545,gurupi,-11.7292,-49.0686,298.23,35,92,6.55,BR,1688557427
546,sola,-13.8833,167.55,298.71,82,96,8.68,VU,1688558201
547,sinjai,-5.1241,120.253,298.12,92,94,1.76,ID,1688558202
548,altai,46.3722,96.2583,289.25,34,72,6.54,MN,1688558202
549,eydhafushi,5.1033,73.0708,301.16,76,100,8.83,MV,1688558203
550,bakchar,57.0186,82.0711,299.74,48,83,2.82,RU,1688557660
551,christchurch,-43.5333,172.6333,278.12,88,51,0.51,NZ,1688557987
552,zvishavane,-20.3267,30.0665,297.29,17,0,3.75,ZW,1688558204
553,westport,41.1415,-73.3579,298.25,92,100,0.0,US,1688558204
554,barra do bugres,-15.0725,-57.1811,294.77,42,3,2.12,BR,1688558204
555,guerrero negro,27.9769,-114.0611,290.35,89,85,1.71,MX,1688558205
556,princeville,45.7668,-61.2985,292.39,95,100,1.54,CA,1688558205
557,isetskoye,56.4858,65.3226,302.83,48,4,3.58,RU,1688558205
558,ketchikan,55.3422,-131.6461,285.4,95,73,2.68,US,1688558206
559,kincardine,56.0667,-3.7167,292.88,61,70,3.67,GB,1688558206
560,loacan,16.55,120.6667,294.13,93,74,1.23,PH,1688558206
561,anadarko,35.0726,-98.2437,296.06,77,33,3.18,US,1688558207
562,ceres,37.5949,-120.9577,290.49,75,0,4.12,US,1688557855
563,solvang,34.5958,-120.1377,287.12,82,100,0.0,US,1688558207
564,makhambet,47.6667,51.5833,308.12,23,25,3.85,KZ,1688558207
565,diapaga,12.0708,1.7889,305.11,46,85,4.65,BF,1688558208
566,chiquinquira,5.6164,-73.8175,284.61,92,79,1.34,CO,1688558208
567,suez,29.9737,32.5263,309.68,25,0,4.79,EG,1688558209
568,letterkenny,54.95,-7.7333,289.09,66,82,6.22,IE,1688557677
569,yamada,39.4667,141.95,292.69,97,100,2.62,JP,1688558209
570,illizi,26.4833,8.4667,315.04,8,0,7.47,DZ,1688558209
571,sao gabriel da cachoeira,-0.1303,-67.0892,296.8,97,96,0.9,BR,1688557663
572,kota belud,6.351,116.4305,299.34,86,69,1.09,MY,1688558210
573,saiha,22.4833,92.9667,297.8,95,69,1.42,IN,1688558210
574,ipsala,40.9212,26.3827,306.04,28,0,4.26,TR,1688558211
575,trail,49.0998,-117.7022,288.14,76,26,1.76,CA,1688558212
576,kiunga,-6.1219,141.2906,296.79,98,91,0.66,PG,1688557640
577,kangdong-up,39.1425,126.0961,294.24,86,0,2.11,KP,1688558212
578,kavieng,-2.5744,150.7967,301.12,80,80,5.32,PG,1688558212
